candidate_id,pair_id,modeled_entity_name,gene_symbol,origin_summary,recommended_disease,verdict,verdict_label,summary,support,concern,next_step,evidence_scope,source_notes,source_urls,search_log
C384-202,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL2722,ivabradine,CYP11B2,限定窦律HFrEF降低心衰住院；儿童扩张型心肌病症状性心衰,adrenal gland hyperfunction,DEFER,建议后置,ivabradine–CYP11B2的内分泌新用途需先解决实验体系成本，建议后置。,本地：结合排序7/384；阳性/阴性近邻相似度 0.267/0.07。原始研究为其他CYP11B2抑制剂，提示物种差异；没有ivabradine直接记录。,原HCN通道作用与醛固酮合成酶不同；该靶点参考物目前只有非Kd活性依据。,先确认活性CYP11B2、电子供体体系和参考物可测，再比较CYP11B1选择性；否则暂停该配对。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pubmed.ncbi.nlm.nih.gov/19427380/""]","[{""query"": ""ivabradine CYP11B2 aldosterone synthase inhibition"", ""source"": ""web search"", ""outcome"": ""原始研究为其他CYP11B2抑制剂，提示物种差异；没有ivabradine直接记录。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-203,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL2243,epinephrine,FAAH,感染性休克低血压升压；严重过敏急救；眼内手术散瞳,pharyngitis,DEFER,建议后置,epinephrine–FAAH的咽炎连接和化学解释都较弱，应后置。,本地：结合排序7/384；阳性/阴性近邻相似度 0.288/0.188。原始研究提示epinephrine氧化产物可影响其他酶；不是FAAH直接作用证据。,氧化产物可能造成非特异效应；原升压/过敏急救不能推出FAAH治疗方向，疾病节点合并进一步削弱解释。,先确认新鲜样品稳定性及酶学干扰，若信号随氧化改变则不归母药直接结合。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://molpharm.aspetjournals.org/article/S0026-895X%2825%2911195-4/fulltext""]","[{""query"": ""epinephrine FAAH inhibition"", ""source"": ""web search"", ""outcome"": ""原始研究提示epinephrine氧化产物可影响其他酶；不是FAAH直接作用证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-204,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL1902,avanafil,FKBP1A,成人男性勃起功能障碍,peripheral arterial disease,DEFER,建议后置,avanafil–FKBP1A缺少PDE5之外的直接机制证据，建议后置。,本地：结合排序7/384；阳性/阴性近邻相似度 0.286/0.246。FDA命中为血浆蛋白结合，不能作为FKBP12记录；未获本配对直接证据。,血浆蛋白结合记录不是FKBP12亲和，外周动脉病关联不足以建立新用途。,先FKBP12竞争检测并确认可溶浓度；本配对有独立信号再开展梯度。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/202276Orig1s000ClinPharmR.pdf""]","[{""query"": ""avanafil FKBP12 binding"", ""source"": ""web search"", ""outcome"": ""FDA命中为血浆蛋白结合，不能作为FKBP12记录；未获本配对直接证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-205,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL2148,indacaterol,JAK3,成人COPD维持支气管扩张治疗,atopic eczema,DEFER,建议后置,indacaterol–JAK3有炎症场景交集，但直接激酶结合证据不足，建议后置。,本地：结合排序7/384；阳性/阴性近邻相似度 0.218/0.195。命中其他通路原始研究和联用专利，无本配对JAK3直接数据。,原始论文中的EGFR/IKK/NFκB变化不等于JAK3直接抑制；呼吸局部给药也不能直接外推湿疹。,先核对JAK3活性与JAK1/2反筛，纯配对效应成立后再结合验证。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC4145369/"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC5712561/""]","[{""query"": ""indacaterol JAK3 inhibition"", ""source"": ""web search"", ""outcome"": ""命中其他通路原始研究和联用专利，无本配对JAK3直接数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-206,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL258,eltrombopag,LCK,既往治疗不足的持续/慢性ITP；HCV相关血小板减少以支持干扰素疗法；重度再障一线联合IST或IST反应不足；非MDS，非直接抗病毒,HIV infectious disease,DEFER,建议后置,eltrombopag–LCK的HIV假设需先确定免疫方向，不宜直接优先。,本地：结合排序7/384；阳性/阴性近邻相似度 0.25/0.276。检索没有取得eltrombopag–LCK直接实验记录，其他Src相关文献不能归给本药。,血小板生成素受体药理与LCK抑制不同；HIV背景血小板改善也不代表抗病毒，阴性近邻更近。,先LCK酶学及其他激酶反筛，只有选择性效应才讨论感染相关机制。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""eltrombopag LCK kinase inhibition"", ""source"": ""web search"", ""outcome"": ""检索没有取得eltrombopag–LCK直接实验记录，其他Src相关文献不能归给本药。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-207,PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL4179,etravirine,MAPK9,经治HIV患者联合抗逆转录病毒治疗,cancer,CONDITIONAL,有条件保留,etravirine–MAPK9可作为抗病毒药JNK机制侦察，在共享JNK体系中有条件保留。,本地：结合排序7/384；阳性/阴性近邻相似度 0.296/0.228。检索返回其他JNK抑制剂研究，未获得etravirine直接MAPK9结果。,泛癌症关联不确定癌种，逆转录酶原机制不能证明JNK2结合。,先与rilpivirine等同批JNK1/2酶学比较，选择有重复直接效应者进入SPR梯度。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""etravirine JNK2 MAPK9 inhibition"", ""source"": ""web search"", ""outcome"": ""检索返回其他JNK抑制剂研究，未获得etravirine直接MAPK9结果。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-208,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL2243,imipenem,FAAH,与cilastatin合用治疗敏感菌严重感染,sinusitis,DEFER,建议后置,imipenem–FAAH的鼻窦炎链有抗感染共现风险，建议后置。,本地：结合排序8/384；阳性/阴性近邻相似度 0.207/0.181。取得FAAH一般数据库记录，没有imipenem直接配对证据。,细菌PBP作用与宿主FAAH不同；原抗菌获益不能为宿主酶结合背书，复方cilastatin需分开。,确认纯imipenem及检测期间稳定性，先FAAH酶活/时间依赖反筛再决定SPR。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?familyId=799&familyType=ENZYME&objectId=1400""]","[{""query"": ""imipenem FAAH inhibition"", ""source"": ""web search"", ""outcome"": ""取得FAAH一般数据库记录，没有imipenem直接配对证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-209,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL205,indacaterol,CA2,成人COPD维持支气管扩张治疗,open-angle glaucoma,CONDITIONAL,有条件保留,indacaterol–CA2可在成熟CA体系作呼吸到眼病的补充侦察。,本地：结合排序9/384；阳性/阴性近邻相似度 0.299/0.254。本次检索没有取得indacaterol–CA2直接记录。,原β2药理不能解释CA2结合，近邻仅弱支持，不能由含氮/羟基结构直接断定金属结合。,确认纯实体及CA2参考物响应，先酶活和同工酶反筛，再做SPR梯度。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""indacaterol carbonic anhydrase II inhibition"", ""source"": ""web search"", ""outcome"": ""本次检索没有取得indacaterol–CA2直接记录。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-210,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL1908,ivabradine,CYP11B1,限定窦律HFrEF降低心衰住院；儿童扩张型心肌病症状性心衰,adrenal gland hyperfunction,DEFER,建议后置,ivabradine–CYP11B1需先解决构建和对照问题，建议后置。,本地：结合排序9/384；阳性/阴性近邻相似度 0.267/0.191。原始命中为心脏通道药理，未取得CYP11B1直接实验关系。,HCN机制与CYP11B1不同；CYP3A4代谢资料不是CYP11B1作用证据，现有参考物未有Kd依据。,先确认活性CYP11B1及电子供体/参考物，并与CYP11B2比较；体系未测通不解释候选阴性。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pubmed.ncbi.nlm.nih.gov/31169990/""]","[{""query"": ""ivabradine CYP11B1 inhibition"", ""source"": ""web search"", ""outcome"": ""原始命中为心脏通道药理，未取得CYP11B1直接实验关系。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-211,JUZYLCPPVHEVSV-LJQANCHMSA-N__CHEMBL2276,elvitegravir,MAPK8,含elvitegravir复方抗逆转录病毒方案治疗HIV-1,cancer,DEFER,建议后置,elvitegravir–MAPK8直接机制仍缺，建议在抗病毒药JNK小面板中后置。,本地：结合排序9/384；阳性/阴性近邻相似度 0.278/0.283。官方标签命中为整合酶原用途，未取得JNK1直接配对结果。,阳阴近邻相近，整合酶机制及泛癌症分数不能形成额外结合支持。,使用单一elvitegravir而非复方，先JNK酶活并与dolutegravir对比再选梯度对象。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://clinicalinfo.hiv.gov/en/drugs/elvitegravir-cobicistat-emtricitabine-tenofovir-alafenamide/fda-label""]","[{""query"": ""elvitegravir MAPK8 JNK1 inhibitor"", ""source"": ""web search"", ""outcome"": ""官方标签命中为整合酶原用途，未取得JNK1直接配对结果。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-212,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL3729,glimepiride,CA4,成人2型糖尿病血糖控制；不包括1型及酮症酸中毒,heart failure,CONDITIONAL,有条件保留,glimepiride–CA4可作为降糖药的新酶学机制侦察，但心衰用途仍待证明。,本地：结合排序10/384；阳性/阴性近邻相似度 0.298/0.195。取得CA4参考配体数据库背景，未得到glimepiride直接配对证据。,磺酰脲结构不能等同典型CA抑制药效团；原SUR1作用不支持CA4方向。,先核对CA4催化构建与金属条件，用CA1/2反筛判断选择性，功能效应成立后SPR。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2599""]","[{""query"": ""glimepiride carbonic anhydrase IV inhibition"", ""source"": ""web search"", ""outcome"": ""取得CA4参考配体数据库背景，未得到glimepiride直接配对证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-213,ATALOFNDEOCMKK-OITMNORJSA-N__CHEMBL402,aprepitant,HMGCR,化疗相关恶心呕吐预防的联合止吐方案；aprepitant另用于术后恶心呕吐预防,acute coronary syndrome,DEFER,建议后置,aprepitant–HMGCR跨领域价值取决于新酶学作用，目前支撑不足。,本地：结合排序10/384；阳性/阴性近邻相似度 0.207/0.19。官方标签命中CYP相互作用而非HMGCR，未获得本配对直接证据。,止吐用途不是抗癌；CYP药物相互作用也不是HMGCR抑制，原fosaprepitant别名需排除。,使用aprepitant实体，先HMGCR催化活性验证并查聚集/非特异，阳性再做SPR。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d72e0e10-4557-41b0-b65d-d395468cad19""]","[{""query"": ""aprepitant HMG CoA reductase inhibition"", ""source"": ""web search"", ""outcome"": ""官方标签命中CYP相互作用而非HMGCR，未获得本配对直接证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-214,IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1944,vaborbactam,MME,meropenem/vaborbactam复方复杂尿路感染含肾盂肾炎,congestive heart failure,DEFER,建议后置,vaborbactam–MME的抗菌辅助药到心衰链尚不够，应后置。,本地：结合排序10/384；阳性/阴性近邻相似度 0.222/0.17。原始研究涉及β内酰胺酶与部分金属β内酰胺酶，未获得MME直接结果。,丝氨酸β内酰胺酶机制不能转为MME金属酶结合；含硼结构也不足以自动建立泛蛋白酶活性。,先纯vaborbactam测MME酶活及金属酶反筛，避免meropenem复方混入。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC6985712/"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC6593178/""]","[{""query"": ""vaborbactam neprilysin MME inhibition"", ""source"": ""web search"", ""outcome"": ""原始研究涉及β内酰胺酶与部分金属β内酰胺酶，未获得MME直接结果。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-215,BUGYDGFZZOZRHP-UHFFFAOYSA-N__CHEMBL1994,memantine,NR3C2,中重度阿尔茨海默型痴呆,congestive heart failure,DEFER,建议后置,memantine–NR3C2信息不足以支持首批MR验证，建议后置。,本地：结合排序10/384；阳性/阴性近邻相似度 0.125/0.102。检索主要返回NMDA原机制与综述，没有本配对直接数据。,NMDA原机制不支持MR作用；心衰/高血压来源为合并节点，不能作精确适应症预测。,先核查MR竞争/报告活动及实际盐形，明确作用方向后再考虑心血管用途。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""memantine mineralocorticoid receptor binding"", ""source"": ""web search"", ""outcome"": ""检索主要返回NMDA原机制与综述，没有本配对直接数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-216,ASMXXROZKSBQIH-VITNCHFBSA-N__CHEMBL235,aclidinium,PPARG,COPD维持治疗；不据此扩展急性救援,irritable bowel syndrome,DEFER,建议后置,aclidinium–PPARG属于新的核受体假设，但现有结合证据薄弱。,本地：结合排序10/384；阳性/阴性近邻相似度 0.264/0.243。取得PPARγ数据库背景和其他配体研究，未获得aclidinium直接记录。,原吸入抗胆碱用途不支持IBS方向，母体与降解物可能影响结果解释。,核对纯母药及检测期间稳定性，先PPARγ竞争与功能报告，配对效应成立再SPR。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?familyId=86&familyType=NHR&objectId=595""]","[{""query"": ""aclidinium PPAR gamma PPARG binding"", ""source"": ""web search"", ""outcome"": ""取得PPARγ数据库背景和其他配体研究，未获得aclidinium直接记录。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-217,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1994,calcipotriene,NR3C2,成人斑块银屑病及特定头皮银屑病；其他皮肤病疗效未确立,nephrotic syndrome,DEFER,建议后置,calcipotriene–NR3C2比同药AR候选化学支撑更弱，建议后置。,本地：结合排序5/384；阳性/阴性近邻相似度 0.167/0.186。检索未取得calcipotriol–MR直接记录，VDR资料不作本配对证据。,VDR作用不能自动转到MR，阴性近邻更近，肾病综合征方向需功能确认。,先核对MR竞争及溶解性，避免和同药AR重复开展无直接线索梯度。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""calcipotriol mineralocorticoid receptor binding NR3C2"", ""source"": ""web search"", ""outcome"": ""检索未取得calcipotriol–MR直接记录，VDR资料不作本配对证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-218,UCJGJABZCDBEDK-UHFFFAOYSA-N__CHEMBL1947,bazedoxifene,THRB,美国结合雌激素复方治疗绝经血管舒缩症状/预防骨质疏松；欧盟单药治疗绝经后骨质疏松,obesity disorder,DEFER,建议后置,bazedoxifene–THRB需区分ERβ与甲状腺受体β，建议后置。,本地：结合排序11/384；阳性/阴性近邻相似度 0.274/0.319。取得ER机制与复方甲状腺指标背景，未获得THRB直接结合数据。,命中雌激素受体作用和复方甲状腺结合球蛋白变化，均不能证明THRB结合；阴性近邻更近。,使用单一bazedoxifene核查THRB/THRA竞争和报告方向，非直接证据不升级肥胖用途。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.cancer.gov/publications/dictionaries/cancer-drug/def/bazedoxifene"", ""https://www.ema.europa.eu/en/documents/product-information/duavive-epar-product-information_en.pdf""]","[{""query"": ""bazedoxifene thyroid receptor beta binding"", ""source"": ""web search"", ""outcome"": ""取得ER机制与复方甲状腺指标背景，未获得THRB直接结合数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-219,WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL4282,ivosidenib,AKT1,特定IDH1突变AML、MDS及经治胆管癌,non-small cell lung carcinoma,DEFER,建议后置,ivosidenib–AKT1建议后置，IDH1已知结合与AKT1靶向没有现成桥梁。,本地：结合排序13/384；阳性/阴性近邻相似度 0.237/0.248。原始结构研究明确IDH1结合位点，未获得AKT1直接配对数据。,阴性近邻更近且有理化风险；肺癌疾病体细胞支持不属于药物直接结合支持。,先AKT1活性/结合筛查并明确激活状态，实际可溶浓度达标才考虑SPR。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.nature.com/articles/s41467-024-51692-0""]","[{""query"": ""ivosidenib AKT1 inhibitor direct binding"", ""source"": ""web search"", ""outcome"": ""原始结构研究明确IDH1结合位点，未获得AKT1直接配对数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-220,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL4393,bempedoic acid,MMP12,降低限定高危成人心血管事件风险；高胆固醇血症含HeFH降LDL-C,atherosclerosis,DEFER,建议后置,bempedoic acid–MMP12虽有动脉粥样硬化遗传关联，母体直接金属酶证据仍薄。,本地：结合排序14/384；阳性/阴性近邻相似度 0.235/0.18。EMA支持CoA活化/ACLY机制，未获得MMP12直接数据；MMP项目缩写不采为靶点证据。,ACLY活化形式与母体分离；MMP检索易命中管理项目缩写，不能误当MMP12研究。,核对纯母体、溶解性和MMP12活性，优先与同药MMP3共享预筛，再决定是否需要SPR。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.ema.europa.eu/en/documents/assessment-report/nilemdo-epar-public-assessment-report_en.pdf""]","[{""query"": ""bempedoic acid MMP12 inhibitor"", ""source"": ""web search"", ""outcome"": ""EMA支持CoA活化/ACLY机制，未获得MMP12直接数据；MMP项目缩写不采为靶点证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-221,BPRHUIZQVSMCRT-VEUZHWNKSA-N__CHEMBL1994,rosuvastatin,NR3C2,血脂异常含原发/家族性高胆固醇、高甘油三酯、异型β脂蛋白血症；延缓动脉粥样硬化及特定成人主要CV事件风险降低；儿科年龄依HeFH/HoFH,atrial fibrillation,DEFER,建议后置,rosuvastatin–NR3C2虽房颤遗传关联较强，直接药物证据仍不足，建议后置。,本地：结合排序19/384；阳性/阴性近邻相似度 0.224/0.184。取得MR参考拮抗剂背景，未获得rosuvastatin直接配对数据。,HMGCR作用引起心血管获益不是MR结合，理化条件及功能方向未确认。,先MR竞争/报告检测并核对纯实体，若无独立效应不因疾病分数高投入梯度。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://reactome.org/content/detail/R-HSA-9725855""]","[{""query"": ""rosuvastatin mineralocorticoid receptor binding NR3C2"", ""source"": ""web search"", ""outcome"": ""取得MR参考拮抗剂背景，未获得rosuvastatin直接配对数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-222,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL4895,lenalidomide,AXL,MM治疗/移植后维持；5q缺失MDS输血依赖贫血；MCL；限定FL/MZL联合rituximab,acute myeloid leukemia,DEFER,建议后置,lenalidomide–AXL应后置，需避免CRBN分子胶与直接激酶抑制混淆。,本地：结合排序3/384；阳性/阴性近邻相似度 0.365/0.398。原始命中为CRBN/lenalidomide联合招募CK1α结构，不是AXL直接作用。,原始研究的CRBN依赖招募不意味着lenalidomide单独结合AXL；阴性近邻更近且AML为合并节点。,核对近邻是否嵌合物，先纯AXL酶学/竞争测量；只有依赖细胞降解不算本配对SPR验证。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pubmed.ncbi.nlm.nih.gov/26909574/""]","[{""query"": ""lenalidomide AXL kinase binding inhibition"", ""source"": ""web search"", ""outcome"": ""原始命中为CRBN/lenalidomide联合招募CK1α结构，不是AXL直接作用。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-223,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL1944,olmesartan,MME,高血压；标签为medoxomil前药，含HCT复方条目仍同用途,essential hypertension,CONDITIONAL,有条件保留,olmesartan–MME可作高排名双机制侦察，但须先固定活性体身份。,本地：结合排序3/384；阳性/阴性近邻相似度 0.371/0.176。原始比较研究把olmesartan作为ARB对照，非MME抑制证据；未获本配对直接数据。,临床与ARNI比较不证明olmesartan抑制MME；标签常为medoxomil前药，模型实体是olmesartan。,采购/配制按模型活性体核对，先MME酶活；若测试前药需独立标记，不混用预测。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.ahajournals.org/doi/pdf/10.1161/HYPERTENSIONAHA.116.08556""]","[{""query"": ""olmesartan neprilysin MME inhibition"", ""source"": ""web search"", ""outcome"": ""原始比较研究把olmesartan作为ARB对照，非MME抑制证据；未获本配对直接数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-224,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL3310,thalidomide,HDAC11,新诊断MM联合dexamethasone；麻风结节性红斑皮肤表现急性治疗及复发预防/抑制（不是抗麻风菌）,acute myeloid leukemia,DEFER,建议后置,thalidomide–HDAC11缺乏直接依据且读出易选错，建议后置。,本地：结合排序4/384；阳性/阴性近邻相似度 0.304/0.217。原始研究支持HDAC11去脂酰化检测条件；本药直接配对未获证实。,CRBN相关结构不能转移为HDAC11抑制；AML合并节点和普通去乙酰化检测不足以解释。,先确认近邻母药与衍生物，使用长链去酰化底物和匹配参考物，再决定SPR。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC6893910/"", ""https://pubmed.ncbi.nlm.nih.gov/29731425/""]","[{""query"": ""thalidomide HDAC11 inhibitor"", ""source"": ""web search"", ""outcome"": ""原始研究支持HDAC11去脂酰化检测条件；本药直接配对未获证实。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-225,CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,fluvoxamine,MAOB,强迫症治疗,major depressive disorder,DEFER,建议后置,fluvoxamine–MAOB已有弱酶活线索，建议后置；检索表格列IC50约39µM并标注部分抑制，拟合定义和实验体系仍待核。,本地：结合排序6/384；阳性/阴性近邻相似度 0.306/0.212。命中SSRIs对MAO研究，表格摘录列MAOB IC50 39.04±2.63 µM、部分抑制；全文打开429，未读方法。,原始研究检索表格为约39 µM部分抑制，不是Kd；蛋白来源和体系未核实，且已报道活动降低新发现价值。,先取原文核对物种与测定体系；如保留，仅作为弱活动复核。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.mdpi.com/2076-3921/12/6/1208""]","[{""query"": ""fluvoxamine monoamine oxidase B inhibition IC50"", ""source"": ""web search"", ""outcome"": ""命中SSRIs对MAO研究，表格摘录列MAOB IC50 39.04±2.63 µM、部分抑制；全文打开429，未读方法。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-226,UIAGMCDKSXEBJQ-UHFFFAOYSA-N__CHEMBL3242,nimodipine,CA12,动脉瘤破裂蛛网膜下腔出血后减少缺血神经缺损,congestive heart failure,DEFER,建议后置,尼莫地平–CA12缺少直接证据，心衰图谱关联不能证明该新靶点。,本地：结合排序10/384；阳性/阴性近邻相似度 0.312/0.231。未找到本配对直接实验；命中其他阴离子CA12/14抑制论文，仅说明旁支命中。,本轮命中其他化合物的CA12抑制研究，不能移植到尼莫地平；原钙通道药理与CA12之间尚缺实验桥梁。,优先补CA12酶活筛查与溶解度，再决定是否占用SPR。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pubmed.ncbi.nlm.nih.gov/17257840/""]","[{""query"": ""nimodipine carbonic anhydrase XII inhibition"", ""source"": ""web search"", ""outcome"": ""未找到本配对直接实验；命中其他阴离子CA12/14抑制论文，仅说明旁支命中。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
