review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0434,Infigratinib Phosphate,FLT1,VEGFR1/FLT1相关肾纤维化、蛋白尿性CKD、肾小球内皮损伤,机制较聚焦：FLT1与VEGFR1/FLT1相关肾纤维化、蛋白尿性CKD、肾小球内皮损伤的病理轴一致，且该药-靶点假说可用直接engagement和功能readout验证，值得作为本块优先保留。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,FLT1 kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pFLT1/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,medium,P1_keep_high,keep_high,存在同靶点家族/同药理类别泄漏风险。；建议进入首批确认实验，但仍需先做选择性反筛。
strict895_0435,Telaprevir,SLC6A4,SERT表达神经内分泌/肺癌或头颈鳞癌，证据探索性,机制链条偏弱或不可优先：SLC6A4与SERT表达神经内分泌/肺癌或头颈鳞癌，证据探索性的关系不够支持该药直接作用，且存在靶点难成药、疾病方向泛化或药物本身药理混杂。,可做初筛但不建议投入主线资源；除非低成本正交实验出现清晰剂量依赖，否则不推进。,SERT/SLC6A4 5-HT摄取或结合实验；过表达与空载体细胞并行验证,SLC6A1/2/3选择性、VMAT/受体结合、底物荧光/放射性干扰、外排和细胞毒性反筛,high,P4_deprioritize,deprioritize,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；ConPLEx分数偏低，必须正交验证。；SERT肿瘤方向证据较探索，需证明不是一般神经递质/膜转运干扰。；不建议进入主筛选列表。
strict895_0436,Fosamprenavir Calcium,MMP7,口腔鳞癌、尿路上皮原位癌、结直肠癌侵袭/基质降解模型,机制可检验但证据主要来自预测；MMP7与口腔鳞癌、尿路上皮原位癌、结直肠癌侵袭/基质降解模型有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,MMP7 FRET底物/基质降解IC50和SPR/DSF；侵袭模型中MMP7依赖性救援,MMP1/2/3/9/13选择性，Zn螯合、荧光淬灭、蛋白酶广谱抑制反筛,high,P3_review_low,review_low,ConPLEx分数偏低，必须正交验证。
strict895_0437,Enzalutamide,DNMT3A,DNMT3A突变AML/MDS、结直肠癌表观遗传模型,Enzalutamide-DNMT3A有较强再发现/同方向或同家族风险；DNMT3A与DNMT3A突变AML/MDS、结直肠癌表观遗传模型的疾病生物学成立，但不宜作为新颖优先假说，适合作为阳性或文献复现对照。,实验可行性通常较好，但主要价值是方法学/再发现对照；需避免把已知同类药理误判为新发现。,DNMT3A甲基转移酶生化实验、SAM竞争和DSF；细胞DNA甲基化/靶基因甲基化读数,DNMT1/DNMT3B选择性、SAM/SAH代谢干扰、DNA嵌入和广谱表观遗传毒性反筛,high,P0_control_only,control_only,本地状态提示已有老药新靶文献线索，创新性折扣。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。；表观遗传终点慢且混杂，需先证明DNMT3A直接engagement。；建议作为阳性/再发现或家族泄漏对照，不计入新颖优先发现。
strict895_0438,Bempedoic Acid,TYR,色素沉着异常/黄褐斑、黑色素瘤TYR表达模型；银屑病仅次级,机制中等可信：TYR与色素沉着异常/黄褐斑、黑色素瘤TYR表达模型；银屑病仅次级匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,人TYR或细胞黑色素生成/L-DOPA氧化实验； melanocyte CETSA或靶点过表达/敲低验证,铜螯合、还原/抗氧化、颜色/吸光干扰、细胞毒性和TYRP1/DCT选择性反筛,medium,P2_keep_medium,keep_medium,存在同靶点家族/同药理类别泄漏风险。
strict895_0439,Dacomitinib,PDGFRB,PDGFRB依赖白血病、神经内分泌癌、乳腺癌基质/血管模型,Dacomitinib-PDGFRB有较强再发现/同方向或同家族风险；PDGFRB与PDGFRB依赖白血病、神经内分泌癌、乳腺癌基质/血管模型的疾病生物学成立，但不宜作为新颖优先假说，适合作为阳性或文献复现对照。,实验可行性通常较好，但主要价值是方法学/再发现对照；需避免把已知同类药理误判为新发现。,PDGFRB kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pPDGFRB/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P0_control_only,control_only,存在同靶点家族/同药理类别泄漏风险。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。；建议作为阳性/再发现或家族泄漏对照，不计入新颖优先发现。
strict895_0440,Enzalutamide,MAP2K1,MAPK依赖肿瘤、肝癌、巨核细胞白血病、多发性骨髓瘤,Enzalutamide-MAP2K1有较强再发现/同方向或同家族风险；MAP2K1与MAPK依赖肿瘤、肝癌、巨核细胞白血病、多发性骨髓瘤的疾病生物学成立，但不宜作为新颖优先假说，适合作为阳性或文献复现对照。,实验可行性通常较好，但主要价值是方法学/再发现对照；需避免把已知同类药理误判为新发现。,MAP2K1 kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pMAP2K1/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P0_control_only,control_only,本地状态提示已有老药新靶文献线索，创新性折扣。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。；建议作为阳性/再发现或家族泄漏对照，不计入新颖优先发现。
strict895_0441,Ribociclib Succinate,HCK,SRC家族依赖白血病/淋巴瘤、AML/T细胞白血病；实体瘤为次级,机制中等可信：HCK与SRC家族依赖白血病/淋巴瘤、AML/T细胞白血病；实体瘤为次级匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,HCK kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pHCK/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P2_keep_medium,keep_medium,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；存在同靶点家族/同药理类别泄漏风险。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。
strict895_0442,Capmatinib Hydrochloride,TYR,色素沉着异常/黄褐斑、黑色素瘤TYR表达模型；银屑病仅次级,机制可检验但证据主要来自预测；TYR与色素沉着异常/黄褐斑、黑色素瘤TYR表达模型；银屑病仅次级有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,人TYR或细胞黑色素生成/L-DOPA氧化实验； melanocyte CETSA或靶点过表达/敲低验证,铜螯合、还原/抗氧化、颜色/吸光干扰、细胞毒性和TYRP1/DCT选择性反筛,high,P3_review_low,review_low,存在同靶点家族/同药理类别泄漏风险。
strict895_0443,Larotrectinib Sulfate,MAP2K1,MAPK依赖肿瘤、肝癌、巨核细胞白血病、多发性骨髓瘤,机制可检验但证据主要来自预测；MAP2K1与MAPK依赖肿瘤、肝癌、巨核细胞白血病、多发性骨髓瘤有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,MAP2K1 kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pMAP2K1/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P3_review_low,review_low,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；存在同靶点家族/同药理类别泄漏风险。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。
strict895_0444,Belinostat,SLC29A1,缺血/缺氧相关心肌损伤、动脉粥样硬化核苷转运模型,机制可检验但证据主要来自预测；SLC29A1与缺血/缺氧相关心肌损伤、动脉粥样硬化核苷转运模型有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,中等到中高：摄取/外排实验可行，但底物选择、离子梯度、外排转运和细胞状态会显著影响读数。,ENT1/SLC29A1核苷或腺苷摄取实验，加入NBMPR敏感性和过表达/空载体对照,ENT2/CNT家族、核苷代谢酶、底物竞争/放射性读数干扰、P-gp/BCRP和细胞活性反筛,high,P3_review_low,review_low,ConPLEx分数偏低，必须正交验证。
strict895_0445,Darunavir And Cobicistat,CCND1,CCND1扩增ER+乳腺癌、套细胞淋巴瘤、结直肠癌,机制链条偏弱或不可优先：CCND1与CCND1扩增ER+乳腺癌、套细胞淋巴瘤、结直肠癌的关系不够支持该药直接作用，且存在靶点难成药、疾病方向泛化或药物本身药理混杂。,可做初筛但不建议投入主线资源；除非低成本正交实验出现清晰剂量依赖，否则不推进。,Cyclin D1-CDK4/6复合物SPR/CETSA及体外pRb激酶读数；同步检测Cyclin D1蛋白稳定性,CDK4/6直接抑制、广谱细胞周期阻滞、蛋白降解/蛋白酶体效应和细胞毒性反筛,high,P4_deprioritize,deprioritize,存在同靶点家族/同药理类别泄漏风险。；药内排名靠后，优先级下降。；复方药物会造成成分归因困难，需单成分拆分。；CCND1更像通路/复合物依赖靶点，直接小分子结合难，pRb下降不能单独证明engagement。；不建议进入主筛选列表。
strict895_0446,Ribociclib Succinate,EPHA2,EPHA2高表达口腔鳞癌、尿路上皮癌、乳腺癌,机制中等可信：EPHA2与EPHA2高表达口腔鳞癌、尿路上皮癌、乳腺癌匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,EPHA2 kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pEPHA2/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P2_keep_medium,keep_medium,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；存在同靶点家族/同药理类别泄漏风险。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。
strict895_0447,Afatinib Dimaleate,CSF1R,CSF1R/TAM依赖胶质瘤、乳腺癌、白血病/淋巴瘤微环境,机制可检验但证据主要来自预测；CSF1R与CSF1R/TAM依赖胶质瘤、乳腺癌、白血病/淋巴瘤微环境有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,CSF1R kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pCSF1R/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P3_review_low,review_low,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；存在同靶点家族/同药理类别泄漏风险。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。
strict895_0448,Darunavir And Cobicistat,SLC34A2,SLC34A2高表达肺鳞癌/肺腺癌、子宫内膜癌,机制可检验但证据主要来自预测；SLC34A2与SLC34A2高表达肺鳞癌/肺腺癌、子宫内膜癌有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,中等到中高：摄取/外排实验可行，但底物选择、离子梯度、外排转运和细胞状态会显著影响读数。,SLC34A2钠依赖磷酸盐摄取实验；过表达细胞、空载体和低钠条件确认target engagement,SLC34A1/A3、其他阴离子/磷酸盐转运体，培养基磷酸盐、外排转运、底物读数干扰和细胞毒性反筛,high,P3_review_low,review_low,药内排名靠后，优先级下降。；复方药物会造成成分归因困难，需单成分拆分。；SLC34A2读数强依赖钠/磷酸盐条件，肿瘤表型容易被细胞状态混淆。
strict895_0449,Cobicistat,SLC34A2,SLC34A2高表达肺鳞癌/肺腺癌、子宫内膜癌,机制中等可信：SLC34A2与SLC34A2高表达肺鳞癌/肺腺癌、子宫内膜癌匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,中等到中高：摄取/外排实验可行，但底物选择、离子梯度、外排转运和细胞状态会显著影响读数。,SLC34A2钠依赖磷酸盐摄取实验；过表达细胞、空载体和低钠条件确认target engagement,SLC34A1/A3、其他阴离子/磷酸盐转运体，培养基磷酸盐、外排转运、底物读数干扰和细胞毒性反筛,medium,P2_keep_medium,keep_medium,药内排名靠后，优先级下降。；SLC34A2读数强依赖钠/磷酸盐条件，肿瘤表型容易被细胞状态混淆。
strict895_0450,Osimertinib Mesylate,CSF1R,CSF1R/TAM依赖胶质瘤、乳腺癌、白血病/淋巴瘤微环境,机制可检验但证据主要来自预测；CSF1R与CSF1R/TAM依赖胶质瘤、乳腺癌、白血病/淋巴瘤微环境有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,CSF1R kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pCSF1R/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P3_review_low,review_low,存在同靶点家族/同药理类别泄漏风险。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。
