scope,candidate_id,pair_id,drug_name,gene_symbol,original_indications,proposed_indication,route,review_status,llm_verdict,llm_summary,llm_support,llm_concern,llm_next_step,llm_source_urls,llm_search_log,llm_source_notes,action_class,action_label,reason_tags,reason_detail,can_test,critical_condition
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-026,RUOKEQAAGRXIBM-GFCCVEGCSA-N__CHEMBL2534,rasagiline,PDPK1,Parkinson病,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,rasagiline–PDPK1可做直接激酶探索，神经保护下游不能代证。,排名1、正近邻0.606。,检索多为Akt神经保护通路，未获得PDPK1实测；PDK1缩写也须排除丙酮酸脱氢酶激酶。,确认PDPK1激酶域，以直接酶活和SPR区分MAOB间接作用。,[],"[{""query"": ""\""rasagiline\"" \""PDK1\"" inhibition"", ""source"": ""web search"", ""outcome"": ""未定位精确PDPK1结合端点，仅通路背景，不作反证。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",检索多为Akt神经保护通路，未获得PDPK1实测；PDK1缩写也须排除丙酮酸脱氢酶激酶。,可保留探索；常规样品和对照合格后测试。,确认PDPK1激酶域，以直接酶活和SPR区分MAOB间接作用。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-027,CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL1829,pazopanib,HDAC3,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,pazopanib–HDAC3保留跨酶机制探索。,排名4，正近邻0.605高于阴性0.168。,直接检索仅不同靶点/药物表，没有母药HDAC3测量；不因原为激酶药而拒绝。,核阳性近邻结构及HDAC3活性复合物，母药酶活后SPR。,[],"[{""query"": ""\""pazopanib\"" \""HDAC3\"""", ""source"": ""web search"", ""outcome"": ""未取得本对原始抑制或亲和端点，表格共现不作支持。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",直接检索仅不同靶点/药物表，没有母药HDAC3测量；不因原为激酶药而拒绝。,可保留探索；常规样品和对照合格后测试。,核阳性近邻结构及HDAC3活性复合物，母药酶活后SPR。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-028,CGIGDMFJXJATDK-UHFFFAOYSA-N__CHEMBL3729,indomethacin,CA4,中重度RA/AS/OA、急性痛肩滑囊炎/肌腱炎及普通胶囊急性痛风性关节炎,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,indomethacin–CA4已有原始同工酶研究，应核方向与新颖性。,排名1、近邻0.603；2001研究方法纳入人胃黏膜CAIV。,摘要总体描述CA激活，主要结果谈CAI/II，不能直接给CA4套激活数值，更不能默认抑制。,核CAIV原始结果与酶来源，按激活及抑制双向读出做机制确认。,"[""https://pubmed.ncbi.nlm.nih.gov/11430635/""]","[{""query"": ""\""indomethacin\"" \""carbonic anhydrase IV\""; \""Indomethacin activates carbonic anhydrase\"" pubmed"", ""source"": ""https://pubmed.ncbi.nlm.nih.gov/11430635/"", ""outcome"": ""原始摘要方法含CAIV，结果强调CAI/II激活；尚未核CAIV单独曲线。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,FIRST_RESOLVE,先解决具体问题,"[""PRIOR_ACTIVITY"", ""ASSAY_UNRESOLVED""]",摘要总体描述CA激活，主要结果谈CAI/II，不能直接给CA4套激活数值，更不能默认抑制。,先解决所列具体问题，再决定可解释的测试方案。,核CAIV原始结果与酶来源，按激活及抑制双向读出做机制确认。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-029,GDLBFKVLRPITMI-UHFFFAOYSA-N__CHEMBL3242,diazoxide,CA12,高胰岛素性低血糖（含胰岛腺瘤/癌及胰外肿瘤相关）；可术前暂时及术后持续低血糖支持,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,diazoxide–CA12需先核冲突药理与衍生物数据，保留母药探索。,排名7、正近邻0.600。,检索出现不抑CA的泛描述，也有金属配合物CAI/II或改造苯并噻二嗪CA12；均不足以定母药CA12阴阳性。,追近邻结构及纯diazoxide CA12原表，使用活性胞外域独立酶测。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC9888588/""]","[{""query"": ""\""diazoxide\"" \""carbonic anhydrase XII\""; \""diazoxide\"" \""carbonic anhydrase\"" XII Ki"", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC9888588/"", ""outcome"": ""原始CA12实验片段为列编号改造物，非明确母药；其他数据库泛CA描述矛盾，需核原表。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,FIRST_RESOLVE,先解决具体问题,"[""ASSAY_UNRESOLVED"", ""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",检索出现不抑CA的泛描述，也有金属配合物CAI/II或改造苯并噻二嗪CA12；均不足以定母药CA12阴阳性。,先解决所列具体问题，再决定可解释的测试方案。,追近邻结构及纯diazoxide CA12原表，使用活性胞外域独立酶测。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-030,STUWGJZDJHPWGZ-LBPRGKRZSA-N__CHEMBL3310,alpelisib,HDAC11,特定PIK3CA突变HR阳性HER2阴性乳癌联合治疗；另有需系统治疗的严重PROS过度生长谱,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,alpelisib–HDAC11先解开HDAC改造药效团。,排名4、正近邻0.596。,原始专利实施例为PI3Kα/HDAC6双抑制改造物，并列HDAC11选择性；不能转为alpelisib母药作用。,核近邻是否改造物，纯母药用HDAC11长链去酰化及SPR独立验证。,"[""https://patents.google.com/patent/CN116987073A/zh""]","[{""query"": ""\""alpelisib\"" \""HDAC11\"""", ""source"": ""https://patents.google.com/patent/CN116987073A/zh"", ""outcome"": ""专利实验对象为实施例化合物，母药alpelisib作PI3K比较，不证明其HDAC11效力。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,FIRST_RESOLVE,先解决具体问题,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE"", ""ASSAY_UNRESOLVED""]",原始专利实施例为PI3Kα/HDAC6双抑制改造物，并列HDAC11选择性；不能转为alpelisib母药作用。,先解决所列具体问题，再决定可解释的测试方案。,核近邻是否改造物，纯母药用HDAC11长链去酰化及SPR独立验证。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-031,NFEZZTICAUWDHU-RDTXWAMCSA-N__CHEMBL4523510,efinaconazole,CYP46A1,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,efinaconazole–CYP46A1可探索唑类交叉P450，先确认血红素体系。,排名7，与voriconazole近邻0.587。,检索目录中efinaconazole与CYP46抑制剂分属不同条目，无精确母药端点；真菌CYP51不可代证。,匹配人CYP46A1含血红素构建，做光谱/结合与胆固醇羟化读出。,[],"[{""query"": ""\""efinaconazole\"" \""CYP46A1\"""", ""source"": ""web search"", ""outcome"": ""目录仅不同药并列，未取得直接CYP46A1实验。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,FIRST_RESOLVE,先解决具体问题,"[""ASSAY_UNRESOLVED""]",检索目录中efinaconazole与CYP46抑制剂分属不同条目，无精确母药端点；真菌CYP51不可代证。,先解决所列具体问题，再决定可解释的测试方案。,匹配人CYP46A1含血红素构建，做光谱/结合与胆固醇羟化读出。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-032,LVXJQMNHJWSHET-AATRIKPKSA-N__CHEMBL2252,dacomitinib,CTSC,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,dacomitinib–CTSC有canertinib近邻线索，先核溶液和可解释酶体系。,排名5，正近邻0.581高于阴性0.245。,精确检索无母药端点，计算logP5.16需实测溶解度；不可把canertinib效力直接搬来。,核工作液背景、成熟CTSC活性与对照，再母药酶活/SPR。,[],"[{""query"": ""\""dacomitinib\"" \""cathepsin C\"""", ""source"": ""web search"", ""outcome"": ""未取得精确CTSC原始测量，保留条件性探索。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,FIRST_RESOLVE,先解决具体问题,"[""ASSAY_UNRESOLVED""]",精确检索无母药端点，计算logP5.16需实测溶解度；不可把canertinib效力直接搬来。,先解决所列具体问题，再决定可解释的测试方案。,核工作液背景、成熟CTSC活性与对照，再母药酶活/SPR。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-033,OPXLLQIJSORQAM-UHFFFAOYSA-N__CHEMBL4128,mebendazole,TEK,肠道蠕虫感染；VERMOX蛔/鞭虫，EMVERM另含蛲/钩虫,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,mebendazole–TEK可探索直接TIE2结合。,排名1、近邻0.581，有苯并咪唑相关激酶化学线索。,原始论文主要测VEGFR2，TIE2是背景骨架说明，不能套给母药TEK。,匹配TEK激酶域做直接酶活和SPR，区分VEGFR2及微管作用。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC8757357/""]","[{""query"": ""\""mebendazole\"" \""TIE2\"""", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC8757357/"", ""outcome"": ""原始研究TIE2出现在苯并咪唑骨架背景，未获母药TEK端点。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",原始论文主要测VEGFR2，TIE2是背景骨架说明，不能套给母药TEK。,可保留探索；常规样品和对照合格后测试。,匹配TEK激酶域做直接酶活和SPR，区分VEGFR2及微管作用。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-034,DMKSVUSAATWOCU-HROMYWEYSA-N__CHEMBL1994,loteprednol etabonate,NR3C2,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,loteprednol etabonate–NR3C2可探索类固醇受体选择性。,排名5，与prednisolone近邻0.569。,检索泛糖皮质激素MR描述不是本药测量；etabonate与loteprednol酸不能混用。,按模型酯实体配样，核稳定性后MR竞争及GR对比。,[],"[{""query"": ""\""loteprednol\"" \""mineralocorticoid receptor\"""", ""source"": ""web search"", ""outcome"": ""未定位精确etabonate–MR原始端点，无命中不作阴性。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",检索泛糖皮质激素MR描述不是本药测量；etabonate与loteprednol酸不能混用。,可保留探索；常规样品和对照合格后测试。,按模型酯实体配样，核稳定性后MR竞争及GR对比。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-035,DCOPUUMXTXDBNB-UHFFFAOYSA-N__CHEMBL3729,diclofenac,CA4,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,diclofenac–CA4先核NSAID偶联物是否贡献化学支持。,排名1、近邻0.562。,原始CA实验命中为含diclofenac的coumarin衍生物，而非未修饰母药。,核近邻结构和母药对照，纯diclofenac CA4酶活与SPR独立测。,"[""https://www.tandfonline.com/doi/full/10.1080/14756366.2020.1822829""]","[{""query"": ""\""diclofenac\"" \""carbonic anhydrase IV\"""", ""source"": ""https://www.tandfonline.com/doi/full/10.1080/14756366.2020.1822829"", ""outcome"": ""原始研究测试coumarin/sulfamide衍生物，包含diclofenac部分不等于母药活性。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,FIRST_RESOLVE,先解决具体问题,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE"", ""ASSAY_UNRESOLVED""]",原始CA实验命中为含diclofenac的coumarin衍生物，而非未修饰母药。,先解决所列具体问题，再决定可解释的测试方案。,核近邻结构和母药对照，纯diclofenac CA4酶活与SPR独立测。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-036,ZYTXTXAMMDTYDQ-DGEXFFLYSA-N__CHEMBL208,vamorolone,PGR,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,vamorolone–PGR可作新受体选择性探索。,排名3，与dexamethasone近邻0.552。,GtoPdb相似页出现PGR，原始结构研究为GR，不提供vamorolone–PGR直接结果。,用PGR-LBD竞争及功能报告，区分GR/MR已有药理。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC7533876/""]","[{""query"": ""\""vamorolone\"" \""progesterone receptor\"""", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC7533876/"", ""outcome"": ""原始结构文献研究GR及共调节因子，未取得本药PGR端点。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",GtoPdb相似页出现PGR，原始结构研究为GR，不提供vamorolone–PGR直接结果。,可保留探索；常规样品和对照合格后测试。,用PGR-LBD竞争及功能报告，区分GR/MR已有药理。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-037,WJOHZNCJWYWUJD-IUGZLZTKSA-N__CHEMBL2973,fluocinonide,ROCK2,皮质激素反应性皮肤病炎症与瘙痒缓解,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,fluocinonide–ROCK2可探索类固醇的新激酶作用。,排名5、正近邻0.551高于阴性0.179。,直接检索没有可核ROCK2实测；GR原机制不能证明ROCK2，也不构成不可能。,核纯药与ROCK2催化域，酶活阳性后SPR并比较ROCK1。,[],"[{""query"": ""\""fluocinonide\"" \""ROCK2\"""", ""source"": ""web search"", ""outcome"": ""未取得精确原始抑制/结合数据，按未知配对探索。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",直接检索没有可核ROCK2实测；GR原机制不能证明ROCK2，也不构成不可能。,可保留探索；常规样品和对照合格后测试。,核纯药与ROCK2催化域，酶活阳性后SPR并比较ROCK1。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-038,JKVNJTYHRABHIY-WXVUKLJWSA-N__CHEMBL1914,benzgalantamine,BCHE,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,benzgalantamine–BCHE先区分前药作用与水解。,排名1、近邻0.548，有胆碱酯酶家族探索问题。,原始新衍生物研究只将benzgalantamine作为前药背景，不能把galantamine或C3改造物BCHE效力搬来。,检查实验期间前药/galantamine比例，区分BCHE底物水解与抑制，再测结合。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC13477430/""]","[{""query"": ""\""benzgalantamine\"" \""butyrylcholinesterase\"""", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC13477430/"", ""outcome"": ""原始研究测试C3-氨化衍生物，benzgalantamine仅背景；未取得该前药直接BCHE端点。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,FIRST_RESOLVE,先解决具体问题,"[""ENTITY_MISMATCH"", ""ASSAY_UNRESOLVED""]",原始新衍生物研究只将benzgalantamine作为前药背景，不能把galantamine或C3改造物BCHE效力搬来。,先解决所列具体问题，再决定可解释的测试方案。,检查实验期间前药/galantamine比例，区分BCHE底物水解与抑制，再测结合。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-039,DKYWVDODHFEZIM-UHFFFAOYSA-N__CHEMBL3729,ketoprofen,CA4,RA、OA症状缓解；疼痛及原发性痛经,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,ketoprofen–CA4可作NSAID跨酶探索。,排名2、正近邻0.543高于阴性0.324。,精确检索未定位母药CA4结果，其他NSAID或衍生物不能代证。,活性CA4胞外域酶学后SPR，控制工作液pH及非特异背景。,[],"[{""query"": ""\""ketoprofen\"" \""carbonic anhydrase IV\"""", ""source"": ""web search"", ""outcome"": ""未找到精确原始测量，仍有探索资格。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",精确检索未定位母药CA4结果，其他NSAID或衍生物不能代证。,可保留探索；常规样品和对照合格后测试。,活性CA4胞外域酶学后SPR，控制工作液pH及非特异背景。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-040,GKHIVNAUVKXIIY-UHFFFAOYSA-N__CHEMBL4439,belumosudil,TGFBR1,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,belumosudil–TGFBR1已有直接题名研究线索，先查结果级证据。,排名7、近邻0.542；2025会议摘要专门研究Rezurock作为TGFBR1抑制剂。,目前得到的是会议摘要片段，未见可靠浓度或直接结合端点，ROCK2下游纤维化不等于TGFBR1作用。,取得该摘要完整实验或原始panel，未确认已有测量则做TGFBR1酶学与SPR探索。,"[""https://msacad.org/wp-content/uploads/2025/03/Vol-70_January_-No-1-2025final-6-3-8-2025.pdf""]","[{""query"": ""\""belumosudil\"" \""TGFBR1\"""", ""source"": ""https://msacad.org/wp-content/uploads/2025/03/Vol-70_January_-No-1-2025final-6-3-8-2025.pdf"", ""outcome"": ""会议原始摘要命中精确假说，片段不足确认抑制量或直接性，未阅读全文。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,FIRST_RESOLVE,先解决具体问题,"[""ASSAY_UNRESOLVED"", ""PRIOR_ACTIVITY""]",目前得到的是会议摘要片段，未见可靠浓度或直接结合端点，ROCK2下游纤维化不等于TGFBR1作用。,先解决所列具体问题，再决定可解释的测试方案。,取得该摘要完整实验或原始panel，未确认已有测量则做TGFBR1酶学与SPR探索。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-041,QZFHIXARHDBPBY-UHFFFAOYSA-N__CHEMBL1827,vericiguat,PDE5A,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,vericiguat–PDE5A可探索同cGMP通路的直接脱靶。,排名1，正近邻0.538高于阴性0.269。,原始临床研究为与sildenafil联用，不能把sGC促进合成等同PDE5抑制降解。,直接测PDE5A cGMP水解及SPR，排除仅sGC原效应解释。,"[""https://pmc.ncbi.nlm.nih.gov/articles/9998565/""]","[{""query"": ""\""vericiguat\"" \""PDE5\"" inhibition"", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/9998565/"", ""outcome"": ""原始研究为vericiguat/sildenafil相互作用而非vericiguat抑制PDE5测量。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",原始临床研究为与sildenafil联用，不能把sGC促进合成等同PDE5抑制降解。,可保留探索；常规样品和对照合格后测试。,直接测PDE5A cGMP水解及SPR，排除仅sGC原效应解释。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-042,YHGSTSNEOJUIRN-UHFFFAOYSA-N__CHEMBL3242,omidenepag,CA12,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,omidenepag–CA12可探索EP2药物的新酶作用。,排名3、正近邻0.534，阴性0.184。,检索仅青光眼不同药类并列，未取得CA12端点；模型是活性omidenepag而非isopropyl前药。,按当前精确结构配样，CA12胞外域酶学与SPR结合。,[],"[{""query"": ""\""omidenepag\"" \""carbonic anhydrase XII\"""", ""source"": ""web search"", ""outcome"": ""未取得精确CA12数据，疾病药类共现不算支持。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""INDIRECT_OR_WRONG_ENTITY_EVIDENCE""]",检索仅青光眼不同药类并列，未取得CA12端点；模型是活性omidenepag而非isopropyl前药。,可保留探索；常规样品和对照合格后测试。,按当前精确结构配样，CA12胞外域酶学与SPR结合。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-043,YHGSTSNEOJUIRN-UHFFFAOYSA-N__CHEMBL3729,omidenepag,CA4,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,omidenepag–CA4可与CA12作为有限选择性探索。,排名4、正近邻0.534。,三条CA共享近邻不等于三次独立验证，没有CA4直接实测。,用活性酸实体和CA4酶学，先比较CA12后决定梯度SPR分配。,[],"[{""query"": ""\""omidenepag\"" \""carbonic anhydrase IV\"""", ""source"": ""web search"", ""outcome"": ""未找到母药CA4原始测量，仍可探索。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",三条CA共享近邻不等于三次独立验证，没有CA4直接实测。,可保留探索；常规样品和对照合格后测试。,用活性酸实体和CA4酶学，先比较CA12后决定梯度SPR分配。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-044,YHGSTSNEOJUIRN-UHFFFAOYSA-N__CHEMBL261,omidenepag,CA1,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,omidenepag–CA1保留为同药CA选择性对比。,排名8、正近邻0.534高于阴性0.225。,没有精确CA1端点，不应因青光眼原用途便认定CA1有价值。,共用CA1/4/12酶学预筛，只有清晰信号才追加多对SPR。,[],"[{""query"": ""\""omidenepag\"" \""carbonic anhydrase I\"""", ""source"": ""web search"", ""outcome"": ""检索为其他CA药和omidenepag并列，无本对直接证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",没有精确CA1端点，不应因青光眼原用途便认定CA1有价值。,可保留探索；常规样品和对照合格后测试。,共用CA1/4/12酶学预筛，只有清晰信号才追加多对SPR。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-045,WXXSNCNJFUAIDG-UHFFFAOYSA-N__CHEMBL1827,riociguat,PDE5A,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,riociguat–PDE5A可直接检验同通路新机制。,排名1、正近邻0.533高于阴性0.230。,两轮检索未取得本药PDE5A原始端点；原sGC作用不能替代磷酸二酯酶抑制。,以纯PDE5A水解和匹配对照做探索，结合阳性再区分功能。,[],"[{""query"": ""\""riociguat\"" \""PDE5\"" inhibition assay; riociguat PDE5 IC50 phosphodiesterase selectivity"", ""source"": ""web search"", ""outcome"": ""未获得可核查母药PDE5A数值，不将共同cGMP效应当结合。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",两轮检索未取得本药PDE5A原始端点；原sGC作用不能替代磷酸二酯酶抑制。,可保留探索；常规样品和对照合格后测试。,以纯PDE5A水解和匹配对照做探索，结合阳性再区分功能。
EXPANDED_EVIDENCE_NOT_EXPERIMENT_DESIGN,EXP-046,PYZRQGJRPPTADH-UHFFFAOYSA-N__CHEMBL3864,lamotrigine,PTPN11,本轮尚未完成该药原用途标签核实，不据此判定跨领域,未形成达标共同疾病假设；结合探索不强制图谱交集,结合与化学支持通道,REVIEWED,CONDITIONAL,lamotrigine–PTPN11可探索离子通道药的磷酸酶作用。,排名4、阳性0.532但阴性0.423，化学支持有限。,精确SHP2检索无端点；需要避免仅测一个构建却排除所有变构结合。,明确PTPN11全长或催化域及参照匹配，再磷酸酶/SPR探索。,[],"[{""query"": ""\""lamotrigine\"" \""SHP2\"""", ""source"": ""web search"", ""outcome"": ""未定位本药直接作用，不作阴性结论。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]",本轮网络依据为实际返回的检索片段/摘要摘录，未阅读全文；来源支持范围见检索日志。计算近邻为本地输入，不代表本药实测。,EXPLORABLE,仍可探索,"[""ONLY_EVIDENCE_GAP""]",精确SHP2检索无端点；需要避免仅测一个构建却排除所有变构结合。,可保留探索；常规样品和对照合格后测试。,明确PTPN11全长或催化域及参照匹配，再磷酸酶/SPR探索。
